subject,experiment,task,condition,item,recall,original_description,semantic_similarity
161,exp01,recall,Active,soccerball,RETURNS TO THE ORIGINAL POSITION AFTER KICKING IT,"This item can be kicked, but always rolls back to where it started.",0.4064015
161,exp01,recall,Active,landline,CAN MAKE A PHONE CALL TO ANYONE IN THE WORLD BUT CAN'T RECEIVE ANY CALLS,"This item can reach any number, but cannot be answered.",0.41051328
161,exp01,recall,Active,microscope,CAN ENLARGE ANY ITEM BY ITS MAGNIFICATION,This item physically enlarges any object it focuses on.,0.42047745
161,exp01,recall,Active,frame,CAN ONLY FRAME BLACK AND WHITE PHOTOS,This item can only be used for black and white photographs.,0.66440326
161,exp01,recall,Active,broom,GETS DUSTIER THE MORE YOU USE IT,This item collects more dust the more you sweep with it.,0.3703925
161,exp01,recall,Active,hanger,CAN MAKE ANY CLOTHES YOU WANT HANG ON IT,This item instantly appears with the outfit of your choice.,0.2615788
161,exp01,recall,Active,walkietalkie,HAS UNLIMITED RANGE,This item has an unlimited range.,0.6307178
161,exp01,recall,Active,feather,CAN'T TICKLE ANYONE,This item can be used to tickle any animal.,0.5350877
161,exp01,recall,Active,skates,CAN SKATE ON ANYTHING BUT ICE,This item can skate on any surface except ice.,0.78222626
161,exp01,recall,Active,dogbowl,CAN HOLD ANY AMOUNT OF WATER,This item fills up by itself.,0.18304372
161,exp01,recall,Active,applecore,CAN MAKE ANY TREE YOU WANT GROW,"This item grows into any tree desired, if tossed.",0.5358973
161,exp01,recall,Active,ladle,CAN'T HOLD ANY LIQUID,This item cannot hold any liquid.,0.73639584
161,exp01,recall,Active,bikepump,CAN DEFLATE TIRES,This item is can only be used to deflate tires.,0.701789
161,exp01,recall,Active,laptop,ONLY WORKS WHEN NOT CONNECTED TO THE INTERNET,This item works only in areas without internet connection.,0.5627401
161,exp01,recall,Active,hairclip,CAN'T HOLD ANY HAIR,This item can grasp everything except hair.,0.54184794
161,exp01,recall,Active,binoculars,CAN'T SEE ANYTHING,This item can be used to see through any object.,0.13725036
161,exp01,recall,Active,iron,CAN ONLY WRINKLE CLOTHES,This item can wrinkle any fabric.,0.5989461
161,exp01,recall,Active,toiletpaper,CAN'T WRIP,This item cannot be torn.,0.3106847
161,exp01,recall,Active,cactus,CAN GROW TEA IN THE MIDDLE,This item can contains tea within its arms.,0.43023914
161,exp01,recall,Active,paperairplane,CAN FLY ANY DISTANCE,This item can fly to anywhere if you toss it.,0.41016954
161,exp01,recall,Active,tapemeasure,CAN MEASURE INFINITE DISTANCES,This item can measure an unlimited length.,0.5603031
161,exp01,recall,Active,mortarpestle,CAN CRUSH SOMETHING WITH A SINGLE TAP,This item crushes anything with a single tap.,0.6276324
161,exp01,recall,Active,cereal,CAN'T BE FINISHED,This item makes you fall asleep if eaten.,-0.022680696
161,exp01,recall,Active,gumballmachine,CAN'T BE DISPENSED,This item dispenses candy that heals your jaw.,0.09932101
161,exp01,recall,Active,pretzel,CAN KNOT ITSELF AFTER UNKNOTING,This item unknots and ties itself back together.,0.23246825
161,exp01,recall,Active,starfish,CAN GRANT ANY WISH,"This item can be used to wish for anything, but only once.",0.4558687
161,exp01,recall,Active,milkshake,CAN'T BE DRUNK,This item tastes like anything you wish for it to taste like.,0.095977694
161,exp01,recall,Active,bowlingball,CAN BE ANY WEIGHT YOU DESIRE,This item weighs whatever weight you choose it to weigh.,0.47315133
161,exp01,recall,Active,blender,CAN UNBLEND ANY SMOOTHIE,This item can be used to un-blend any slurry.,0.3231305
161,exp01,recall,Active,seashell,CAN HEAR FROM ANY DISTANCE,This item can be used to hear city streets.,0.23303755
161,exp01,recall,Active,camcorder,HAS UNLIMITED MEMORY,This item has unlimited memory capacity.,0.6832279
161,exp01,recall,Active,fishbowl,CAN NEVER SPLASH WATER,"This item cannot spill water, no matter how much you shake it.",0.44835418
161,exp01,recall,Active,pear,EATING IT WILL GIVE YOU IMMORTALITY,This item grants invisibility to anyone who bites it.,0.2661962
161,exp01,recall,Active,piggybank,WILL GIVE YOU MONEY AS LONG AS YOU DON'T BREAK IT,"This item is full until you break it, then it becomes empty.",0.38265502
161,exp01,recall,Active,purse,CAN ONLY HOLD 1 ITEM,This item can only hold one item.,0.7276813
161,exp01,recall,Active,shoppingcart,CAN ONLY HOLD 1 ITEM,This item can move without being pushed.,0.43500343
161,exp01,recall,Active,rubikscube,WILL SCRAMBLE ITSELF,This item scrambles itself if you try to solve it.,0.30369127
161,exp01,recall,Active,gavel,ONLY A CHILD CAN PLAY WITH,This item can only be held by children.,0.4409514
162,exp01,recall,Active,gramophone,plays music backwards,This item can plays music backwards.,0.6729888
162,exp01,recall,Active,iron,wrinkles any cloth,This item can wrinkle any fabric.,0.5548916
162,exp01,recall,Active,blender,unmix any slurry,This item can be used to un-blend any slurry.,0.46208107
162,exp01,recall,Active,bowlingball,it can weigh whatever you want it to weigh,This item weighs whatever weight you choose it to weigh.,0.74992216
162,exp01,recall,Active,alarmclock,it can always wake you up,This item only goes off after you wake up.,0.433982
162,exp01,recall,Active,bikepump,,This item is can only be used to deflate tires.,-0.001429157
162,exp01,recall,Active,piggybank,"it is filled with money until you break it, then it is empty","This item is full until you break it, then it becomes empty.",0.74881
162,exp01,recall,Active,trumpet,it can play only one note,This item can only play one note.,0.7716172
162,exp01,recall,Active,skates,it can skate on anything but ice,This item can skate on any surface except ice.,0.76216316
162,exp01,recall,Active,shoppingcart,it can move on its own without being pushed,This item can move without being pushed.,0.6377232
162,exp01,recall,Active,hanger,it can have piece of clothing you want on it,This item instantly appears with the outfit of your choice.,0.39590487
162,exp01,recall,Active,paperairplane,,This item can fly to anywhere if you toss it.,-0.029508036
162,exp01,recall,Active,broom,it can sweep up all of the dust in one motion,This item collects more dust the more you sweep with it.,0.47745818
162,exp01,recall,Active,microscope,it can increase the size of anything,This item physically enlarges any object it focuses on.,0.34006035
162,exp01,recall,Active,pen,,This item can only write in invisible ink.,0.017243374
162,exp01,recall,Active,camcorder,it has infinite storage,This item has unlimited memory capacity.,0.5473975
162,exp01,recall,Active,fishbowl,"the water can never be spilled, no matter how much you shake it","This item cannot spill water, no matter how much you shake it.",0.7950981
162,exp01,recall,Active,straightener,it progressively gets colder,This item gets colder the longer its left on.,0.61614627
162,exp01,recall,Active,pear,it turns you invisible when you eat it,This item grants invisibility to anyone who bites it.,0.39508232
162,exp01,recall,Active,gumballmachine,,This item dispenses candy that heals your jaw.,0.08239916
162,exp01,recall,Active,hairclip,can hold anything besides hair,This item can grasp everything except hair.,0.62168515
162,exp01,recall,Active,remote,can control any device that is in another room,This item can control any device that is not in the same room.,0.7569834
162,exp01,recall,Active,mailbox,it can receive mail from anywhere instantly,This item can receive mail from anywhere instantaneously.,0.8250648
162,exp01,recall,Active,cereal,,This item makes you fall asleep if eaten.,-0.041454516
162,exp01,recall,Active,doghouse,changes size to match the dog in it,This item adapts to fit the size of any dog that sits in it.,0.5962366
162,exp01,recall,Active,feather,can tickle any animal,This item can be used to tickle any animal.,0.7994819
162,exp01,recall,Active,toiletpaper,can never be torn,This item cannot be torn.,0.5338478
162,exp01,recall,Active,applecore,,"This item grows into any tree desired, if tossed.",-0.0684176
162,exp01,recall,Active,donut,,This item dissapears if you try to eat it.,-0.004117373
162,exp01,recall,Active,walkietalkie,can work from any distance,This item has an unlimited range.,0.2433095
162,exp01,recall,Active,soccerball,it always rolls back to you after being kciked,"This item can be kicked, but always rolls back to where it started.",0.5011183
162,exp01,recall,Active,mortarpestle,can destroy anything with one tap,This item crushes anything with a single tap.,0.42155468
162,exp01,recall,Active,purse,it can fit one item in it,This item can only hold one item.,0.5205964
162,exp01,recall,Active,starfish,it can grant one wish,"This item can be used to wish for anything, but only once.",0.49629384
162,exp01,recall,Active,cactus,it has tea inside of it,This item can contains tea within its arms.,0.53634936
162,exp01,recall,Active,milkshake,it can taste like whatever you want it to taste like,This item tastes like anything you wish for it to taste like.,0.83142245
162,exp01,recall,Active,gavel,only children can hold it,This item can only be held by children.,0.48958343
162,exp01,recall,Active,wateringcan,,This item soaks up water from plants.,-0.003618232
162,exp01,recall,Active,frame,can only hold black and white photos,This item can only be used for black and white photographs.,0.6764097
162,exp01,recall,Active,dogbowl,is always filled with water,This item fills up by itself.,0.33885387
162,exp01,recall,Active,pretzel,always has one twist,This item unknots and ties itself back together.,0.08479451
162,exp01,recall,Active,tapemeasure,,This item can measure an unlimited length.,-0.059500217
